1 2 219
1 3 496
1 4 1187
1 5 2634
1 6 93
1 7 288
1 8 236
1 9 148
1 10 24
1 11 992
1 13 1947
1 14 265
1 15 402
1 16 312
1 17 1509
1 18 318
1 19 1466
1 20 44
1 21 732
1 23 230
1 24 1013
1 25 628
1 26 1041
1 27 659
1 28 1135
1 29 789
1 30 80
1 31 2174
1 32 375
1 33 103
1 34 384
1 35 1179
1 37 36
1 38 9
1 39 116
1 40 5
1 41 32
1 42 10
1 43 6
1 44 1
1 45 521
1 46 1
1 47 1
1 48 31
1 49 32
1 50 1
1 51 330
1 52 35
1 53 3
1 56 4
1 57 27
1 58 35
1 59 20
1 60 77
1 61 115
1 62 7
1 63 72
1 64 87
1 65 11
1 66 2
1 68 3
2 3 3
2 4 84
2 5 9
2 6 22
2 8 39
2 9 744
2 10 150
2 11 13
2 12 21
2 13 9
2 14 22
2 16 569
2 17 26
2 19 15
2 21 2
2 23 38
2 24 3
2 25 39
2 26 72
2 27 1
2 28 43
2 29 11
2 30 66
2 31 1112
2 32 223
2 34 512
2 39 1
2 45 6
3 4 720
3 5 926
3 6 6
3 8 2
3 9 3
3 10 1
3 11 20
3 13 45
3 14 10
3 15 5
3 16 5
3 17 7
3 18 4
3 19 238
3 21 231
3 24 277
3 25 27
3 26 3
3 27 307
3 28 700
3 29 1185
3 31 9
3 34 3
3 35 45
3 37 400
3 38 4
3 39 4
3 43 1
3 45 88
3 51 5
3 53 4
3 58 42
3 60 30
3 61 17
3 62 32
3 63 201
4 5 394
4 6 3
4 8 2
4 9 113
4 10 1
4 11 37
4 14 30
4 16 19
4 17 21
4 18 181
4 19 781
4 21 51
4 23 26
4 24 573
4 25 1538
4 26 61
4 27 4
4 28 951
4 29 2473
4 30 25
4 31 54
4 32 12
4 33 1
4 34 19
4 35 18
4 37 127
4 38 10
4 39 6
4 41 1
4 42 1
4 43 1
4 45 16
4 48 2
4 51 8
4 52 5
4 53 15
4 55 3
4 58 9
4 59 2
4 60 3
4 61 3
4 62 15
4 63 111
4 64 2
5 6 25
5 7 2
5 8 19
5 9 9
5 10 4
5 11 181
5 13 298
5 14 11
5 15 67
5 16 28
5 17 9
5 18 61
5 19 178
5 21 213
5 23 139
5 24 1362
5 25 303
5 26 82
5 27 451
5 28 524
5 29 588
5 30 5
5 31 106
5 32 39
5 34 13
5 35 596
5 36 1
5 37 266
5 38 13
5 39 244
5 40 1
5 42 1
5 43 3
5 45 175
5 49 1
