0 0 0.0
0 1 0.0880739
0 1 0.0880739
0 2 0.0123631
0 2 0.0123631
0 3 0.261343
0 3 0.261343
0 4 0.0531219
0 4 0.0531219
0 5 0.370245
0 5 0.370245
0 6 0.620488
0 6 0.620488
0 7 0.329063
0 7 0.329063
0 8 0.130225
0 8 0.130225
0 9 0.29006
0 9 0.29006
0 10 0.159938
0 10 0.159938
0 11 0.374578
0 11 0.374578
0 12 0.36651
0 12 0.36651
0 13 0.184543
0 13 0.184543
0 14 0.275904
0 14 0.275904
0 15 0.085199
0 15 0.085199
0 16 0.311736
0 16 0.311736
0 17 0.382839
0 17 0.382839
0 18 0.29043
0 18 0.29043
0 19 0.0869481
0 19 0.0869481
0 20 0.143517
0 20 0.143517
0 21 0.282306
0 21 0.282306
0 22 0.153453
0 22 0.153453
0 23 0.0808083
0 23 0.0808083
0 24 0.289133
0 24 0.289133
0 25 0.134479
0 25 0.134479
0 26 0.060515
0 26 0.060515
0 27 0.0666506
0 27 0.0666506
0 28 0.299053
0 28 0.299053
0 29 0.245592
0 29 0.245592
0 30 0.0206683
0 30 0.0206683
0 31 0.196852
0 31 0.196852
0 32 0.765035
0 32 0.765035
0 33 0.0504996
0 33 0.0504996
0 34 0.125398
0 34 0.125398
0 35 0.0393648
0 35 0.0393648
0 36 0.210806
0 36 0.210806
0 37 0.101168
0 37 0.101168
0 38 0.644245
0 38 0.644245
0 39 0.18668
0 39 0.18668
0 40 0.0883802
0 40 0.0883802
0 41 0.243372
0 41 0.243372
0 42 0.342678
0 42 0.342678
0 43 0.17355
0 43 0.17355
0 44 0.0645236
0 44 0.0645236
0 45 0.241714
0 45 0.241714
0 46 0.830549
0 46 0.830549
0 47 0.133384
0 47 0.133384
0 48 0.350661
0 48 0.350661
0 49 0.243501
0 49 0.243501
0 50 0.0449087
0 50 0.0449087
0 51 0.256184
0 51 0.256184
0 52 0.262982
0 52 0.262982
0 53 0.110227
0 53 0.110227
0 54 0.30608
0 54 0.30608
0 55 0.508117
0 55 0.508117
0 56 0.672785
0 56 0.672785
0 57 0.238748
0 57 0.238748
0 58 0.276413
0 58 0.276413
0 59 0.0445931
0 59 0.0445931
0 60 0.365552
0 60 0.365552
0 61 0.257749
0 61 0.257749
0 62 0.386692
0 62 0.386692
0 63 0.220332
0 63 0.220332
0 64 0.114278
0 64 0.114278
0 65 0.311882
0 65 0.311882
0 66 0.0849927
0 66 0.0849927
0 67 0.268457
0 67 0.268457
0 68 0.0147677
0 68 0.0147677
0 69 0.21972
0 69 0.21972
1 1 0.0
1 2 0.172264
1 2 0.172264
1 3 0.119393
1 3 0.119393
1 4 0.319989
1 4 0.319989
1 5 0.118053
1 5 0.118053
1 6 0.00109951
1 6 0.00109951
1 7 0.139
1 7 0.139
1 8 0.583051
1 8 0.583051
1 9 0.262612
1 9 0.262612
1 10 0.231988
1 10 0.231988
1 11 0.0616851
1 11 0.0616851
1 12 0.131782
1 12 0.131782
1 13 0.0410712
1 13 0.0410712
1 14 0.00564774
1 14 0.00564774
1 15 0.412463
1 15 0.412463
1 16 0.533282
1 16 0.533282
1 17 0.123257
