"Dataset","Reg","FF","Scr","GSR","Parcellation","xfm","nsub","nses","nscans","nroi","discr"
"ANT1014","UM","A","N","S","G","H","N",80,2,159,112,0.948839662447257
"ANT1824","UM","A","N","S","G","H","P",80,2,159,112,0.97837552742616
"ANT2819","UM","A","N","S","G","H","L",80,2,159,112,0.952288218111003
"ANT1015","UM","A","N","S","N","A","N",80,2,159,117,0.901411879259981
"ANT1825","UM","A","N","S","N","A","P",80,2,159,117,0.925876338851022
"ANT2820","UM","A","N","S","N","A","L",80,2,159,117,0.811506004543979
"ANT1016","UM","A","N","S","N","C","N",80,2,159,201,0.92668776371308
"ANT1826","UM","A","N","S","N","C","P",80,2,159,201,0.96713729308666
"ANT2821","UM","A","N","S","N","C","L",80,2,159,201,0.857757221681272
"ANT1017","UM","A","N","S","N","D","N",80,2,159,71,0.887130801687764
"ANT1827","UM","A","N","S","N","D","P",80,2,159,71,0.951923076923077
"ANT2822","UM","A","N","S","N","D","L",80,2,159,71,0.778683868873742
"ANT1018","UM","A","N","S","N","H","N",80,2,159,112,0.91179811749432
"ANT1828","UM","A","N","S","N","H","P",80,2,159,112,0.959672184355729
"ANT2823","UM","A","N","S","N","H","L",80,2,159,112,0.850008114248621
"ANT1019","UM","A","N","N","G","A","N",80,2,159,117,0.982878935410581
"ANT1829","UM","A","N","N","G","A","P",80,2,159,117,0.994157740993184
"ANT2824","UM","A","N","N","G","A","L",80,2,159,117,0.981702369360597
"ANT1020","UM","A","N","N","G","C","N",80,2,159,201,0.992169750081142
"ANT1830","UM","A","N","N","G","C","P",80,2,159,201,0.997281726712106
"ANT2825","UM","A","N","N","G","C","L",80,2,159,201,0.995577734501785
"ANT1021","UM","A","N","N","G","D","N",80,2,159,71,0.979754949691659
"ANT1831","UM","A","N","N","G","D","P",80,2,159,71,0.988112625770854
"ANT2826","UM","A","N","N","G","D","L",80,2,159,71,0.952166504381694
"ANT1022","UM","A","N","N","G","H","N",80,2,159,112,0.990790327815644
"ANT1832","UM","A","N","N","G","H","P",80,2,159,112,0.993346316131126
"ANT2827","UM","A","N","N","G","H","L",80,2,159,112,0.95253164556962
"ANT1023","UM","A","N","N","N","A","N",80,2,159,117,0.934720869847452
"ANT1833","UM","A","N","N","N","A","P",80,2,159,117,0.963891593638429
"ANT2828","UM","A","N","N","N","A","L",80,2,159,117,0.859014930217462
"ANT1024","UM","A","N","N","N","C","N",80,2,159,201,0.960361895488478
"ANT1834","UM","A","N","N","N","C","P",80,2,159,201,0.991033755274262
"ANT2829","UM","A","N","N","N","C","L",80,2,159,201,0.902142161635832
"ANT1025","UM","A","N","N","N","D","N",80,2,159,71,0.921616358325219
"ANT1835","UM","A","N","N","N","D","P",80,2,159,71,0.980038948393379
"ANT2830","UM","A","N","N","N","D","L",80,2,159,71,0.827856215514443
"ANT1026","UM","A","N","N","N","H","N",80,2,159,112,0.946811100292113
"ANT1836","UM","A","N","N","N","H","P",80,2,159,112,0.979146381045115
"ANT2831","UM","A","N","N","N","H","L",80,2,159,112,0.881166828951639
"FSL995","UM","F","F","S","G","A","N",80,2,160,117,0.840071202531646
"FSL1805","UM","F","F","S","G","A","P",80,2,160,117,0.908267405063291
"FSL2800","UM","F","F","S","G","A","L",80,2,160,117,0.913212025316456
"FSL996","UM","F","F","S","G","C","N",80,2,160,201,0.858030063291139
"FSL1806","UM","F","F","S","G","C","P",80,2,160,201,0.95371835443038
"FSL2801","UM","F","F","S","G","C","L",80,2,160,201,0.950316455696202
"FSL997","UM","F","F","S","G","D","N",80,2,160,71,0.857001582278481
"FSL1807","UM","F","F","S","G","D","P",80,2,160,71,0.92381329113924
"FSL2802","UM","F","F","S","G","D","L",80,2,160,71,0.876740506329114
"FSL998","UM","F","F","S","G","H","N",80,2,160,112,0.843552215189873
"FSL1808","UM","F","F","S","G","H","P",80,2,160,112,0.930775316455696
"FSL2803","UM","F","F","S","G","H","L",80,2,160,112,0.869620253164557
"FSL999","UM","F","F","S","N","A","N",80,2,160,117,0.829272151898734
"FSL1809","UM","F","F","S","N","A","P",80,2,160,117,0.871044303797468
"FSL2804","UM","F","F","S","N","A","L",80,2,160,117,0.754311708860759
"FSL1000","UM","F","F","S","N","C","N",80,2,160,201,0.87254746835443
"FSL1810","UM","F","F","S","N","C","P",80,2,160,201,0.927689873417721
"FSL2805","UM","F","F","S","N","C","L",80,2,160,201,0.792800632911392
"FSL1001","UM","F","F","S","N","D","N",80,2,160,71,0.818947784810127
"FSL1811","UM","F","F","S","N","D","P",80,2,160,71,0.903678797468354
"FSL2806","UM","F","F","S","N","D","L",80,2,160,71,0.708386075949367
"FSL1002","UM","F","F","S","N","H","N",80,2,160,112,0.845253164556962
"FSL1812","UM","F","F","S","N","H","P",80,2,160,112,0.902294303797468
"FSL2807","UM","F","F","S","N","H","L",80,2,160,112,0.787697784810127
"FSL1003","UM","F","F","N","G","A","N",80,2,160,117,0.897151898734177
"FSL1813","UM","F","F","N","G","A","P",80,2,160,117,0.952610759493671
"FSL2808","UM","F","F","N","G","A","L",80,2,160,117,0.932041139240506
"FSL1004","UM","F","F","N","G","C","N",80,2,160,201,0.914636075949367
"FSL1814","UM","F","F","N","G","C","P",80,2,160,201,0.978916139240506
"FSL2809","UM","F","F","N","G","C","L",80,2,160,201,0.964398734177215
"FSL1005","UM","F","F","N","G","D","N",80,2,160,71,0.911313291139241
"FSL1815","UM","F","F","N","G","D","P",80,2,160,71,0.962460443037975
"FSL2810","UM","F","F","N","G","D","L",80,2,160,71,0.902294303797468
"FSL1006","UM","F","F","N","G","H","N",80,2,160,112,0.90565664556962
"FSL1816","UM","F","F","N","G","H","P",80,2,160,112,0.967681962025316
"FSL2811","UM","F","F","N","G","H","L",80,2,160,112,0.888251582278481
"FSL1007","UM","F","F","N","N","A","N",80,2,160,117,0.879034810126582
"FSL1817","UM","F","F","N","N","A","P",80,2,160,117,0.915506329113924
"FSL2812","UM","F","F","N","N","A","L",80,2,160,117,0.790743670886076
"FSL1008","UM","F","F","N","N","C","N",80,2,160,201,0.919303797468354
"FSL1818","UM","F","F","N","N","C","P",80,2,160,201,0.96435917721519
"FSL2813","UM","F","F","N","N","C","L",80,2,160,201,0.841020569620253
"FSL1009","UM","F","F","N","N","D","N",80,2,160,71,0.867207278481013
"FSL1819","UM","F","F","N","N","D","P",80,2,160,71,0.952412974683544
"FSL2814","UM","F","F","N","N","D","L",80,2,160,71,0.754509493670886
"FSL1010","UM","F","F","N","N","H","N",80,2,160,112,0.891613924050633
"FSL1820","UM","F","F","N","N","H","P",80,2,160,112,0.94129746835443
"FSL2815","UM","F","F","N","N","H","L",80,2,160,112,0.811471518987342
"FSL1011","UM","F","N","S","G","A","N",80,2,160,117,0.948259493670886
"FSL1821","UM","F","N","S","G","A","P",80,2,160,117,0.976068037974684
"FSL2816","UM","F","N","S","G","A","L",80,2,160,117,0.976740506329114
"FSL1012","UM","F","N","S","G","C","N",80,2,160,201,0.95684335443038
"FSL1822","UM","F","N","S","G","C","P",80,2,160,201,0.982990506329114
"FSL2817","UM","F","N","S","G","C","L",80,2,160,201,0.975435126582278
"FSL1013","UM","F","N","S","G","D","N",80,2,160,71,0.946795886075949
"FSL1823","UM","F","N","S","G","D","P",80,2,160,71,0.971993670886076
"FSL2818","UM","F","N","S","G","D","L",80,2,160,71,0.940862341772152
"FSL1014","UM","F","N","S","G","H","N",80,2,160,112,0.947310126582279
"FSL1824","UM","F","N","S","G","H","P",80,2,160,112,0.970450949367089
"FSL2819","UM","F","N","S","G","H","L",80,2,160,112,0.893512658227848
"FSL1015","UM","F","N","S","N","A","N",80,2,160,117,0.902412974683544
"FSL1825","UM","F","N","S","N","A","P",80,2,160,117,0.932318037974684
"FSL2820","UM","F","N","S","N","A","L",80,2,160,117,0.816178797468354
"FSL1016","UM","F","N","S","N","C","N",80,2,160,201,0.928362341772152
"FSL1826","UM","F","N","S","N","C","P",80,2,160,201,0.969699367088608
"FSL2821","UM","F","N","S","N","C","L",80,2,160,201,0.853204113924051
"FSL1017","UM","F","N","S","N","D","N",80,2,160,71,0.885917721518987
"FSL1827","UM","F","N","S","N","D","P",80,2,160,71,0.955142405063291
"FSL2822","UM","F","N","S","N","D","L",80,2,160,71,0.783583860759494
"FSL1018","UM","F","N","S","N","H","N",80,2,160,112,0.910443037974684
"FSL1828","UM","F","N","S","N","H","P",80,2,160,112,0.954272151898734
"FSL2823","UM","F","N","S","N","H","L",80,2,160,112,0.819106012658228
"FSL1019","UM","F","N","N","G","A","N",80,2,160,117,0.985443037974684
"FSL1829","UM","F","N","N","G","A","P",80,2,160,117,0.995490506329114
"FSL2824","UM","F","N","N","G","A","L",80,2,160,117,0.984414556962025
"FSL1020","UM","F","N","N","G","C","N",80,2,160,201,0.99248417721519
"FSL1830","UM","F","N","N","G","C","P",80,2,160,201,0.997982594936709
"FSL2825","UM","F","N","N","G","C","L",80,2,160,201,0.982120253164557
"FSL1021","UM","F","N","N","G","D","N",80,2,160,71,0.983544303797468
"FSL1831","UM","F","N","N","G","D","P",80,2,160,71,0.987935126582278
"FSL2826","UM","F","N","N","G","D","L",80,2,160,71,0.947587025316456
"FSL1022","UM","F","N","N","G","H","N",80,2,160,112,0.987539556962025
"FSL1832","UM","F","N","N","G","H","P",80,2,160,112,0.99307753164557
"FSL2827","UM","F","N","N","G","H","L",80,2,160,112,0.904232594936709
"FSL1023","UM","F","N","N","N","A","N",80,2,160,117,0.937737341772152
"FSL1833","UM","F","N","N","N","A","P",80,2,160,117,0.971716772151899
"FSL2828","UM","F","N","N","N","A","L",80,2,160,117,0.855696202531646
"FSL1024","UM","F","N","N","N","C","N",80,2,160,201,0.963330696202532
"FSL1834","UM","F","N","N","N","C","P",80,2,160,201,0.993393987341772
"FSL2829","UM","F","N","N","N","C","L",80,2,160,201,0.889477848101266
"FSL1025","UM","F","N","N","N","D","N",80,2,160,71,0.922072784810127
"FSL1835","UM","F","N","N","N","D","P",80,2,160,71,0.984612341772152
"FSL2830","UM","F","N","N","N","D","L",80,2,160,71,0.825435126582278
"FSL1026","UM","F","N","N","N","H","N",80,2,160,112,0.945925632911392
"FSL1836","UM","F","N","N","N","H","P",80,2,160,112,0.980735759493671
"FSL2831","UM","F","N","N","N","H","L",80,2,160,112,0.841020569620253
"ANT1027","UPSM1","A","F","S","G","A","N",100,3,230,117,0.732541150188229
"ANT1837","UPSM1","A","F","S","G","A","P",100,3,230,117,0.775490270620133
"ANT2832","UPSM1","A","F","S","G","A","L",100,3,230,117,0.689909961981311
"ANT1028","UPSM1","A","F","S","G","C","N",100,3,230,201,0.793466093242524
"ANT1838","UPSM1","A","F","S","G","C","P",100,3,230,201,0.865501653707639
"ANT2833","UPSM1","A","F","S","G","C","L",100,3,230,201,0.8302896306877
"ANT1029","UPSM1","A","F","S","G","D","N",100,3,230,71,0.721011990621363
"ANT1839","UPSM1","A","F","S","G","D","P",100,3,230,71,0.750394085831046
"ANT2834","UPSM1","A","F","S","G","D","L",100,3,230,71,0.682518158821312
"ANT1030","UPSM1","A","F","S","G","H","N",100,3,230,112,0.73933159410927
"ANT1840","UPSM1","A","F","S","G","H","P",100,3,230,112,0.789295745011091
"ANT2835","UPSM1","A","F","S","G","H","L",100,3,230,112,0.727198109066008
"ANT1031","UPSM1","A","F","S","N","A","N",100,3,230,117,0.732581285196829
"ANT1841","UPSM1","A","F","S","N","A","P",100,3,230,117,0.770717412976042
"ANT2836","UPSM1","A","F","S","N","A","L",100,3,230,117,0.652826364208919
"ANT1032","UPSM1","A","F","S","N","C","N",100,3,230,201,0.758381981645165
"ANT1842","UPSM1","A","F","S","N","C","P",100,3,230,201,0.857711648305455
"ANT2837","UPSM1","A","F","S","N","C","L",100,3,230,201,0.728959388214134
"ANT1033","UPSM1","A","F","S","N","D","N",100,3,230,71,0.691986994077937
"ANT1843","UPSM1","A","F","S","N","D","P",100,3,230,71,0.755968069725225
"ANT2838","UPSM1","A","F","S","N","D","L",100,3,230,71,0.656494086533258
"ANT1034","UPSM1","A","F","S","N","H","N",100,3,230,112,0.719086418240447
"ANT1844","UPSM1","A","F","S","N","H","P",100,3,230,112,0.788600192599613
"ANT2839","UPSM1","A","F","S","N","H","L",100,3,230,112,0.678198166937906
"ANT1035","UPSM1","A","F","N","G","A","N",100,3,230,117,0.759711885120167
"ANT1845","UPSM1","A","F","N","G","A","P",100,3,230,117,0.79510436434016
"ANT2840","UPSM1","A","F","N","G","A","L",100,3,230,117,0.687781837958202
"ANT1036","UPSM1","A","F","N","G","C","N",100,3,230,201,0.828204305233339
"ANT1846","UPSM1","A","F","N","G","C","P",100,3,230,201,0.887451810748724
"ANT2841","UPSM1","A","F","N","G","C","L",100,3,230,201,0.846769682680394
"ANT1037","UPSM1","A","F","N","G","D","N",100,3,230,71,0.740644063372392
"ANT1847","UPSM1","A","F","N","G","D","P",100,3,230,71,0.752880156016825
"ANT2842","UPSM1","A","F","N","G","D","L",100,3,230,71,0.689090372416559
"ANT1038","UPSM1","A","F","N","G","H","N",100,3,230,112,0.767777690068625
"ANT1848","UPSM1","A","F","N","G","H","P",100,3,230,112,0.805944267183171
"ANT2843","UPSM1","A","F","N","G","H","L",100,3,230,112,0.723536924571124
"ANT1039","UPSM1","A","F","N","N","A","N",100,3,230,117,0.754449114015145
"ANT1849","UPSM1","A","F","N","N","A","P",100,3,230,117,0.774844659961436
"ANT2844","UPSM1","A","F","N","N","A","L",100,3,230,117,0.658694429357663
"ANT1040","UPSM1","A","F","N","N","C","N",100,3,230,201,0.775986782445976
"ANT1850","UPSM1","A","F","N","N","C","P",100,3,230,201,0.864402995681885
"ANT2845","UPSM1","A","F","N","N","C","L",100,3,230,201,0.724597990077512
"ANT1041","UPSM1","A","F","N","N","D","N",100,3,230,71,0.71282184584234
"ANT1851","UPSM1","A","F","N","N","D","P",100,3,230,71,0.773300158288115
"ANT2846","UPSM1","A","F","N","N","D","L",100,3,230,71,0.66747092058208
"ANT1042","UPSM1","A","F","N","N","H","N",100,3,230,112,0.739575975752886
"ANT1852","UPSM1","A","F","N","N","H","P",100,3,230,112,0.791446025011798
"ANT2847","UPSM1","A","F","N","N","H","L",100,3,230,112,0.68397900049179
"ANT1043","UPSM1","A","N","S","G","A","N",100,3,230,117,0.789030357563579
"ANT1853","UPSM1","A","N","S","G","A","P",100,3,230,117,0.843228176785814
"ANT2848","UPSM1","A","N","S","G","A","L",100,3,230,117,0.738684833276874
"ANT1044","UPSM1","A","N","S","G","C","N",100,3,230,201,0.829820965172498
"ANT1854","UPSM1","A","N","S","G","C","P",100,3,230,201,0.917375577235859
"ANT2849","UPSM1","A","N","S","G","C","L",100,3,230,201,0.881735205315691
"ANT1045","UPSM1","A","N","S","G","D","N",100,3,230,71,0.768595826782388
"ANT1855","UPSM1","A","N","S","G","D","P",100,3,230,71,0.806202814123939
"ANT2850","UPSM1","A","N","S","G","D","L",100,3,230,71,0.769894433425646
"ANT1046","UPSM1","A","N","S","G","H","N",100,3,230,112,0.779972981814422
"ANT1856","UPSM1","A","N","S","G","H","P",100,3,230,112,0.842162389513709
"ANT2851","UPSM1","A","N","S","G","H","L",100,3,230,112,0.780727011478249
"ANT1047","UPSM1","A","N","S","N","A","N",100,3,230,117,0.738021061980803
"ANT1857","UPSM1","A","N","S","N","A","P",100,3,230,117,0.804534820116465
"ANT2852","UPSM1","A","N","S","N","A","L",100,3,230,117,0.678551694012147
"ANT1048","UPSM1","A","N","S","N","C","N",100,3,230,201,0.757897274233615
"ANT1858","UPSM1","A","N","S","N","C","P",100,3,230,201,0.868873539249133
"ANT2853","UPSM1","A","N","S","N","C","L",100,3,230,201,0.733852227135818
"ANT1049","UPSM1","A","N","S","N","D","N",100,3,230,71,0.705468906446324
"ANT1859","UPSM1","A","N","S","N","D","P",100,3,230,71,0.797612408897163
"ANT2854","UPSM1","A","N","S","N","D","L",100,3,230,71,0.670299500388759
"ANT1050","UPSM1","A","N","S","N","H","N",100,3,230,112,0.723010447693611
"ANT1860","UPSM1","A","N","S","N","H","P",100,3,230,112,0.809301684750222
"ANT2855","UPSM1","A","N","S","N","H","L",100,3,230,112,0.688839150266199
"ANT1051","UPSM1","A","N","N","G","A","N",100,3,230,117,0.802661610906649
"ANT1861","UPSM1","A","N","N","G","A","P",100,3,230,117,0.841175661549645
"ANT2856","UPSM1","A","N","N","G","A","L",100,3,230,117,0.742248071400846
"ANT1052","UPSM1","A","N","N","G","C","N",100,3,230,201,0.852782003825357
"ANT1862","UPSM1","A","N","N","G","C","P",100,3,230,201,0.913798597562939
"ANT2857","UPSM1","A","N","N","G","C","L",100,3,230,201,0.887087811040263
"ANT1053","UPSM1","A","N","N","G","D","N",100,3,230,71,0.778028038086973
"ANT1863","UPSM1","A","N","N","G","D","P",100,3,230,71,0.81132169244549
"ANT2858","UPSM1","A","N","N","G","D","L",100,3,230,71,0.777624327118117
"ANT1054","UPSM1","A","N","N","G","H","N",100,3,230,112,0.792904384728502
"ANT1864","UPSM1","A","N","N","G","H","P",100,3,230,112,0.845139220656829
"ANT2859","UPSM1","A","N","N","G","H","L",100,3,230,112,0.774210127291539
"ANT1055","UPSM1","A","N","N","N","A","N",100,3,230,117,0.759454246211267
"ANT1865","UPSM1","A","N","N","N","A","P",100,3,230,117,0.805486316444021
"ANT2860","UPSM1","A","N","N","N","A","L",100,3,230,117,0.680769228906601
"ANT1056","UPSM1","A","N","N","N","C","N",100,3,230,201,0.773267287534466
"ANT1866","UPSM1","A","N","N","N","C","P",100,3,230,201,0.87700714391046
"ANT2861","UPSM1","A","N","N","N","C","L",100,3,230,201,0.74010911153077
"ANT1057","UPSM1","A","N","N","N","D","N",100,3,230,71,0.719107424044345
"ANT1867","UPSM1","A","N","N","N","D","P",100,3,230,71,0.809482685769397
"ANT2862","UPSM1","A","N","N","N","D","L",100,3,230,71,0.67797212753804
"ANT1058","UPSM1","A","N","N","N","H","N",100,3,230,112,0.739448669684884
"ANT1868","UPSM1","A","N","N","N","H","P",100,3,230,112,0.812437300399461
"ANT2863","UPSM1","A","N","N","N","H","L",100,3,230,112,0.694115783991083
"FSL1027","UPSM1","F","F","S","G","A","N",100,3,230,117,0.735086121374562
"FSL1837","UPSM1","F","F","S","G","A","P",100,3,230,117,0.774061270600519
"FSL2832","UPSM1","F","F","S","G","A","L",100,3,230,117,0.65544058795911
"FSL1028","UPSM1","F","F","S","G","C","N",100,3,230,201,0.796654677417441
"FSL1838","UPSM1","F","F","S","G","C","P",100,3,230,201,0.858045380284957
"FSL2833","UPSM1","F","F","S","G","C","L",100,3,230,201,0.814550956448128
"FSL1029","UPSM1","F","F","S","G","D","N",100,3,230,71,0.727382257928995
"FSL1839","UPSM1","F","F","S","G","D","P",100,3,230,71,0.760411493407325
"FSL2834","UPSM1","F","F","S","G","D","L",100,3,230,71,0.70162659986135
"FSL1030","UPSM1","F","F","S","G","H","N",100,3,230,112,0.745362560175272
"FSL1840","UPSM1","F","F","S","G","H","P",100,3,230,112,0.792789609500289
"FSL2835","UPSM1","F","F","S","G","H","L",100,3,230,112,0.728807020466554
"FSL1031","UPSM1","F","F","S","N","A","N",100,3,230,117,0.733356744412759
"FSL1841","UPSM1","F","F","S","N","A","P",100,3,230,117,0.777428918659958
"FSL2836","UPSM1","F","F","S","N","A","L",100,3,230,117,0.623902340809301
"FSL1032","UPSM1","F","F","S","N","C","N",100,3,230,201,0.760455986968895
"FSL1842","UPSM1","F","F","S","N","C","P",100,3,230,201,0.866220088522211
"FSL2837","UPSM1","F","F","S","N","C","L",100,3,230,201,0.719107242437971
"FSL1033","UPSM1","F","F","S","N","D","N",100,3,230,71,0.69700344640469
"FSL1843","UPSM1","F","F","S","N","D","P",100,3,230,71,0.764183336719283
"FSL2838","UPSM1","F","F","S","N","D","L",100,3,230,71,0.655186702248602
"FSL1034","UPSM1","F","F","S","N","H","N",100,3,230,112,0.720605373950527
"FSL1844","UPSM1","F","F","S","N","H","P",100,3,230,112,0.796952875083145
"FSL2839","UPSM1","F","F","S","N","H","L",100,3,230,112,0.666930944297451
"FSL1035","UPSM1","F","F","N","G","A","N",100,3,230,117,0.760019647388222
"FSL1845","UPSM1","F","F","N","G","A","P",100,3,230,117,0.788765454399729
"FSL2840","UPSM1","F","F","N","G","A","L",100,3,230,117,0.667991222842886
"FSL1036","UPSM1","F","F","N","G","C","N",100,3,230,201,0.832355463724611
"FSL1846","UPSM1","F","F","N","G","C","P",100,3,230,201,0.885304436449997
"FSL2841","UPSM1","F","F","N","G","C","L",100,3,230,201,0.832036260255009
"FSL1037","UPSM1","F","F","N","G","D","N",100,3,230,71,0.750511403548492
"FSL1847","UPSM1","F","F","N","G","D","P",100,3,230,71,0.770866451273436
"FSL2842","UPSM1","F","F","N","G","D","L",100,3,230,71,0.729786363104752
"FSL1038","UPSM1","F","F","N","G","H","N",100,3,230,112,0.775007318736862
"FSL1848","UPSM1","F","F","N","G","H","P",100,3,230,112,0.806538120025347
"FSL2843","UPSM1","F","F","N","G","H","L",100,3,230,112,0.740056990501502
"FSL1039","UPSM1","F","F","N","N","A","N",100,3,230,117,0.754115866319306
"FSL1849","UPSM1","F","F","N","N","A","P",100,3,230,117,0.781707080541942
"FSL2844","UPSM1","F","F","N","N","A","L",100,3,230,117,0.62732580256094
"FSL1040","UPSM1","F","F","N","N","C","N",100,3,230,201,0.780529665885436
"FSL1850","UPSM1","F","F","N","N","C","P",100,3,230,201,0.875358400178604
"FSL2845","UPSM1","F","F","N","N","C","L",100,3,230,201,0.716457121161235
"FSL1041","UPSM1","F","F","N","N","D","N",100,3,230,71,0.716649321240125
"FSL1851","UPSM1","F","F","N","N","D","P",100,3,230,71,0.782222116217909
"FSL2846","UPSM1","F","F","N","N","D","L",100,3,230,71,0.665758735690326
"FSL1042","UPSM1","F","F","N","N","H","N",100,3,230,112,0.740796067907224
